Year of YearDate	Local Health District	Locality	Bachelor's degree or higher (B23006)	Cost Burdened Households	Home Ownership Rate	Housing units with a mortgage- 30.0% + (DP04)	Housing units without a mortgage - 30.0% + (DP04)	LEP Pop2	LEP Population (S1601)	Less than high school graduate (B23006)	Occupied housing units (DP04)	Occupied rentals - 30.0% + (DP04)	Owner-occupied housing units (DP04)	PopEst Total Population	Population 18-64 (DP05)	Population 65+ (DP05)	Population Under 18 (DP05)	Total Population 25-64 (B23006)	Total Population 5+ (S1601)	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma	Voter Turnout	Voter Turnout2	WCRegion	WCRegion_ID	# Unemployed (LMI)	0-17 Poverty Count (SAIPE)	0-17 Poverty Universe (SAIPE)	ACS Year	AHEC_ID	Arrests per 1,000 Residents	Arrests per 1,000 Residents - % of Va. Total	Average earnings per job (dollars) (BEA)	BEA Combined with:	BEA_fips	BEAFIPS	Below poverty level; 18 to 64 years (S1701)	Below poverty level; 65+ (S1701)	Below poverty level; Population for whom poverty status is determined (S1701)	Below poverty level; Under 18 years (S1701)	CBSA Code	Children in Poverty	Civilian noninstitutionalized population (S2701)	COVF_ID	CSB_ID	Education Enrollment (Dept of Ed)	Education Expenditures (Dept of Ed)	Education Spending per Student	Education Spending per Student - % of Va. Total	ERSTypology_ID	FIPS	Fips (2017 Sdoh)	Geography Year Sum	HSARegion_ID	Income maintenance benefits (BEA)	Information	Instructions	Insured: 18-64 (SAHIE)	Insured: Under 65 (SAHIE)	Labor Force (LMI)	LHD Year Sum	LHD_ID	Locality (2017 SDOH)	Locality Year Sum 5yr%	Locality Year Sum Ann%	Locality Year Sum Ann$	Mean income (dollars) per person (S1902)	Measure Selector - 5yr%	Measure Selector - Ann%	Measure Selector - Ann$	Per Capita Income	Per Capita Income - % of Va. Total	Per Capita Income Maintenance Benefits	Per capita income maintenance benefits (BEA)	Per capita personal income (BEA)	Per Job Income	Personal income (thousands of dollars) (BEA)	PlanningDistrict_ID	PlanningDistrict_Label	Population (BEA)	Population 18-64 (S1701)	Population 18-64 (SAHIE)	Population 65 + (S1701)	Population below 200% FPL	Population for whom poverty status is determined (S1701)	Population in Poverty	Population Under 65 (SAHIE)	Poverty Count (SAIPE)	Poverty Universe (SAIPE)	RUCC_2013_Label	SAHIE Population under 18	SAHIE Uninsured Children	State	Total Employment; Number of Jobs (BEA)	Total Group A Offenses (Crime Report)	Total Housing Units (DP05)	Total Population (DP05)	Total population (S1902)	Total Population Estimate (CB)	Total Population; Under 18 years (S1701)	Total Voting Age Citizens (Voting)	Total; All Individuals below: - 200 %+ FPL (S1701)	Unemployment Rate	Uninsured Children	Uninsured population (S2701)	Uninsured Population2	Uninsured: 18-64 (SAHIE)	Uninsured: Under 65 (SAHIE)	Virginia Year Sum	Virginia Year Sum (Values)	Virginia Year Sum Ann%	WIA_ID	WIA_Label	Year	YearDate
2014	Crater	Emporia City	464	42%	39%	234	74	1%	69.199	626	2420	717	951	5682	3456	968	1258	2875	5323	61%	16%	22%	1391	32%	Southside	Southside	190	535	1281	2010	6	46	3		Greensville County	51923	51923	1026	266	1887	595	31370	42%	5473	5	28					3	51595	51595	4522535.6%	4		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	2558	3766	2315	32.7%	9	Emporia City	42.4%	42%		18909	42%	42%									19	Crater		3420	3195	795	57%	5457	26%	4464	1364	5218	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	1269	61	Virginia		258	2722	5682	5682	5585	1242	4340	3089	8%	5%	1162	16%	637	698	32.6%	$58,737.37	16%	15	Area XV	2014	1/1/2014 12:00:00 AM
2014	Western Tidewater	Southampton	1532	30%	72%	944	325	0%	34.964	1732	6654	721	4777	18364	11664	3071	3629	10250	17482	64%	15%	17%	5097	35%	Southside	Southside	448	761	3394	2010	2	6	0	36865	Franklin	51949	51949	1430	278	2471	763	31370	22%	16985	5	40	2852.4	28651024.21	$10,045	$1	4	51175	51175	5358986.3%	5	28726	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8400	11552	9133	36.0%	35	Southampton County	29.9%	22%	$36,865	23414	30%	22%	$36,865	$33,533	73%	$1,077	1077	33533	$36,865	894461	20	20	26674	10635	10059	2777	34%	17037	15%	13435	2507	16426	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	3376	224	Virginia	11097	111	7531	18364	18364	18282	3625	14650	5795	5%	7%	2375	14%	1659	1883	32.6%	$58,737.37	16%	16	Area XVI	2014	1/1/2014 12:00:00 AM
2014	Western Tidewater	Franklin City	781	51%	44%	461	97	0%	0	696	3580	1262	1559	8534	4916	1466	2152	4139	7929	58%	19%	17%	2193	35%	Southside	Southside	285	771	2223	2010	2	37	2		Southampton County	51949	51949	1196	155	2164	813	31370	35%	8384	3	40	1245.95	16104372.21	$12,925	$1	4	51620	51620	5358986.3%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	3917	5995	3619	36.0%	35	Franklin City	50.8%	35%		19754	51%	35%									20	20		4897	4819	1361	53%	8395	22%	7007	1888	8395	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	2188	110	Virginia		314	3878	8534	8534	8392	2137	6225	4486	8%	5%	1367	14%	902	1012	32.6%	$58,737.37	16%	16	Area XVI	2014	1/1/2014 12:00:00 AM
2014	Southside	Mecklenburg	2660	29%	73%	1612	689	1%	365.58	2965	12857	1426	9408	31913	18702	7032	6179	16345	30465	59%	16%	18%	7901	31%	Southside	Southside	979	1804	5895	2010	6	15	1	34022	NA	51117	51117	3311	923	6075	1841	31370	31%	30557	5	37	4604.97	43044652.16	$9,347	$1	0	51117	51117	4522535.6%	4	32877	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	13880	19317	12642	29.0%	30	Mecklenburg County	29.0%	31%	$34,022	20798	29%	31%	$34,022	$32,372	68%	$1,056	1056	32372	$34,022	1007616	13	Southside	31126	17682	17349	6700	46%	30453	21%	23201	6384	30268	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	5852	415	Virginia	15432	456	18642	31913	31913	31126	6071	25315	13949	8%	7%	4451	17%	3469	3884	32.6%	$58,737.37	16%	8	Area VIII	2014	1/1/2014 12:00:00 AM
2014	Pittsylvania-Danville	Pittsylvania	5113	25%	78%	3328	1195	1%	840.756	4822	26029	2084	20420	62955	38413	11688	12854	33788	60054	61%	15%	14%	18173	37%	Southside	Southside	1931	2454	12228	2010	7	8	1	38105	Danville	51939	51939	5301	1096	9001	2604	19260	20%	62089	5	11	9212.33	81951648.09	$8,896	$1	0	51143	51143	4006848.2%	3	124873	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	30608	42082	30290	28.4%	23	Pittsylvania County	25.4%	20%	$38,105	21615	25%	20%	$38,105	$32,858	76%	$1,191	1191	32858	$38,105	3446082	12	West Piedmont	104878	37715	36947	11567	38%	61936	15%	49124	8923	61297	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	12177	703	Virginia	50813	525	31332	62955	62955	62483	12654	49480	23815	6%	6%	7997	14%	6339	7042	32.6%	$58,737.37	16%	17	Area XVII	2014	1/1/2014 12:00:00 AM
2014	Pittsylvania-Danville	Danville City	4067	33%	54%	1615	594	2%	678.283	3257	18520	3845	10023	42704	25207	8175	9322	21089	39899	59%	19%	15%	11027	34%	Southside	Southside	1710	3412	9316	2010	7	46	3		Pittsylvania County	51939	51939	5904	1017	10684	3763	19260	37%	41597	5	11	6244.26	66178155.2	$10,598	$1	0	51590	51590	4006848.2%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	19604	28346	19622	28.4%	23	Danville City	32.7%	37%		20569	33%	37%									12	West Piedmont		24290	23872	7616	52%	40971	24%	33089	9627	40831	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	9217	475	Virginia		1932	22402	42704	42704	42395	9065	32575	21108	9%	5%	5882	14%	4268	4743	32.6%	$58,737.37	16%	17	Area XVII	2014	1/1/2014 12:00:00 AM
2014	West Piedmont	Martinsville City	1211	39%	55%	747	245	1%	179.396	1114	5974	1366	3283	13745	7904	2737	3104	6822	12814	58%	18%	16%	3590	35%	Southside	Southside	553	1118	3156	2010	7	34	2		Henry County	51929	51929	1981	419	3424	1024	32300	35%	13341	5	29	2277.35	24867615.67	$10,920	$1	0	51690	51690	4006848.2%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6247	9205	5553	27.5%	34	Martinsville City	39.5%	35%		19663	39%	35%									12	West Piedmont		7715	7609	2540	54%	13240	24%	10743	3187	13366	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	3134	176	Virginia		458	7182	13745	13745	13511	2985	10390	7092	10%	6%	2272	14%	1362	1538	32.6%	$58,737.37	16%	17	Area XVII	2014	1/1/2014 12:00:00 AM
2014	West Piedmont	Henry	3519	25%	74%	2456	967	3%	1556.572	4758	22472	2165	16657	52960	31327	10950	10683	27398	50212	59%	13%	17%	13629	33%	Southside	Southside	1766	3193	10209	2010	7	20	1	37197	Martinsville	51929	51929	5447	836	9328	3045	32300	31%	52382	5	29	7354.81	70080201.95	$9,528	$1	0	51089	51089	4006848.2%	3	79546	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	24414	33856	22947	27.5%	34	Henry County	24.9%	31%	$37,197	19538	25%	31%	$37,197	$33,557	74%	$1,211	1211	33557	$37,197	2204021	12	West Piedmont	65679	30989	30306	10775	48%	52375	21%	40445	10553	51436	Nonmetro - Urban population of 20,000 or more, adjacent to a metro area	10139	697	Virginia	31917	1024	26188	52960	52960	52168	10611	41270	25048	8%	7%	8033	16%	5892	6589	32.6%	$58,737.37	16%	17	Area XVII	2014	1/1/2014 12:00:00 AM
2014	Lenowisco	Scott	1637	20%	79%	717	455	0%	86.728	2102	9363	731	7361	22781	13755	4671	4355	12084	21682	60%	14%	17%	5244	29%	Southwest	Southwest	574	1082	4153	2010	8	18	1	29109	NA	51169	51169	2453	659	4236	1124	28700	26%	22252	6	27	3845.44	34449062.21	$8,958	$1	1	51169	51169	4510269.7%	3	23973	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	10698	14611	9795	23.8%	15	Scott County	20.3%	26%	$29,109	21376	20%	26%	$29,109	$29,543	58%	$1,072	1072	29543	$29,109	660959	1	Lenowisco	22373	13370	12912	4531	41%	22210	21%	17077	4495	21629	Metro - Counties in metro areas of 250,000 to 1 million population	4165	252	Virginia	7857	398	11880	22781	22781	22373	4309	18305	9071	6%	6%	2636	14%	2214	2466	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Washington	7360	25%	77%	2815	972	1%	261.225	3065	22842	2017	17600	54833	33808	10399	10626	29268	52245	62%	25%	10%	14144	32%	Southwest	Southwest	1598	2129	10285	2010	8	17	1	45576	Bristol	51953	51953	4008	1047	6576	1521	28700	21%	54327	6	20	7336.27	74163976.58	$10,109	$1	0	51191	51191	4510269.7%	3	64148	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	26884	36607	27650	25.2%	18	Washington County	25.4%	21%	$45,576	25807	25%	21%	$45,576	$39,901	91%	$893	893	39901	$45,576	2866345	3	Mount Rogers	71836	32669	32089	10308	36%	53485	15%	42406	7734	53178	Metro - Counties in metro areas of 250,000 to 1 million population	10317	594	Virginia	40680	910	25694	54833	54833	54534	10508	43865	19117	6%	6%	6385	14%	5205	5799	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Bristol City	2006	30%	55%	499	248	1%	83.38	1269	7764	1552	4292	17595	10629	3359	3607	9076	16676	60%	22%	14%	3839	28%	Southwest	Southwest	495	1172	3354	2010	8	20	1		Washington County	51953	51953	1848	404	3369	1117	28700	35%	17412	6	20	2328.61	24221538.48	$10,402	$1	0	51520	51520	4510269.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8520	11703	7730	25.2%	18	Bristol City	29.6%	35%		20574	30%	35%									3	Mount Rogers		10317	10299	3326	49%	17205	22%	13656	3696	16959	Metro - Counties in metro areas of 250,000 to 1 million population	3357	174	Virginia		347	8829	17595	17595	17302	3562	13790	8514	6%	5%	2754	14%	1779	1953	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	New River	Radford City	2179	42%	47%	380	192	2%	329.84	394	5333	1652	2518	16993	13391	1341	2261	5636	16492	79%	39%	7%	2809	19%	Southwest	Southwest	574	474	2303	2010	8	27	2		Montgomery County	51933	51933	4990	218	5553	345	13980	21%	16835	8	24	1608.67	15101271.79	$9,387	$1	4	51750	51750	4510269.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	9395	11587	8478	30.9%	19	Radford City	41.7%	21%		15509	42%	21%									4	New River Valley		10473	10904	1303	58%	14020	32%	13211	4678	14445	Metro - Counties in metro areas of fewer than 250,000 population	2307	115	Virginia		474	6472	16993	16993	17374	2244	14480	8125	7%	5%	1615	12%	1509	1624	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	New River	Floyd	1559	20%	79%	658	258	2%	322.63	847	6086	322	4791	15452	9303	2935	3214	8323	14665	60%	19%	10%	4665	38%	Southwest	Southwest	387	628	3147	2010	8	2	0	26498	NA	51063	51063	949	397	1623	277	13980	20%	15375	6	24	2005.64	19597375.11	$9,771	$1	1	51063	51063	4510269.7%	3	10505	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7503	10376	8311	30.9%	19	Floyd County	20.3%	20%	$26,498	22805	20%	20%	$26,498	$33,143	53%	$674	674	33143	$26,498	516497	4	New River Valley	15584	9300	9254	2861	33%	15375	14%	12393	2178	15453	Metro - Counties in metro areas of fewer than 250,000 population	3139	266	Virginia	5831	38	7868	15452	15452	15584	3214	12145	5022	5%	8%	1940	16%	1751	2017	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	New River	Giles	1601	20%	76%	642	225	1%	161.22	1250	7253	577	5482	17025	10266	3241	3518	8869	16122	60%	18%	14%	4814	36%	Southwest	Southwest	499	625	3430	2010	8	17	1	42047	NA	51071	51071	1525	282	2236	429	13980	18%	16892	8	24	2436.84	23398035.44	$9,602	$1	3	51071	51071	4510269.7%	3	12929	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	8411	11640	8073	30.9%	19	Giles County	19.9%	18%	$42,047	24485	20%	18%	$42,047	$35,640	84%	$769	769	35640	$42,047	599034	4	New River Valley	16808	10250	10018	3131	32%	16844	14%	13465	2254	16637	Metro - Counties in metro areas of fewer than 250,000 population	3447	218	Virginia	6824	285	8324	17025	17025	16808	3463	13325	5433	6%	6%	2834	14%	1607	1825	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	New River	Pulaski	3300	25%	73%	1677	544	1%	197.646	2328	15125	1625	11036	34630	21314	6788	6528	18804	32941	62%	18%	12%	8327	30%	Southwest	Southwest	1008	1375	6212	2010	8	26	2	44110	NA	51155	51155	3047	408	4567	1112	13980	22%	33731	8	24	4443.76	45115752.44	$10,153	$1	3	51155	51155	4510269.7%	3	26928	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	17256	23148	16475	30.9%	19	Pulaski County	25.4%	22%	$44,110	24722	25%	22%	$44,110	$35,090	88%	$785	785	35090	$44,110	1204127	4	New River Valley	34315	20654	20162	6593	35%	33565	15%	26401	4875	33119	Metro - Counties in metro areas of fewer than 250,000 population	6239	347	Virginia	16793	907	17245	34630	34630	34315	6318	27885	11876	6%	6%	4021	12%	2906	3253	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	New River	Montgomery	19685	36%	54%	2815	628	3%	2656.371	2793	34803	8982	18850	95808	70615	9929	15264	41624	91599	74%	47%	7%	21816	29%	Southwest	Southwest	2551	2449	15278	2010	8	11	1	46153	Radford	51933	51933	18746	510	22046	2790	13980	16%	95268	8	24	9687.9	97684602.23	$10,083	$1	4	51121	51121	4510269.7%	3	59336	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	52591	66880	49830	30.9%	19	Montgomery County	35.7%	16%	$46,153	23727	36%	16%	$46,153	$31,826	92%	$517	517	31826	$46,153	3651095	4	New River Valley	114722	61551	62337	9658	42%	86239	25%	77655	21796	87721	Metro - Counties in metro areas of fewer than 250,000 population	15318	1029	Virginia	62479	1069	38875	95808	95808	97348	15030	74795	36588	5%	7%	8457	14%	9746	10775	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Lenowisco	Lee	1654	26%	72%	957	361	1%	168.882	3192	9597	1132	6954	25380	16071	4415	4894	14155	24126	63%	12%	23%	5959	29%	Southwest	Southwest	725	1518	4762	2010	8	10	1	31940	NA	51105	51105	3693	663	6226	1870	31370	32%	23967	6	27	3388.38	34090634.09	$10,061	$1	4	51105	51105	4510269.7%	3	34510	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	11209	15657	8849	23.8%	15	Lee County	25.5%	32%	$31,940	16769	26%	32%	$31,940	$26,257	64%	$1,386	1386	26257	$31,940	653887	1	Lenowisco	24903	14796	13885	4312	51%	23926	27%	18622	6161	23182	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	4737	289	Virginia	7391	238	11752	25380	25380	24903	4818	20275	12231	8%	6%	3825	16%	2676	2965	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Bland	605	18%	80%	220	111	0%	6.468	645	2591	140	2078	6727	4342	1256	1129	3910	6468	65%	15%	16%	1841	33%	Southwest	Southwest	174	189	1087	2010	8	8	0	41170	NA	51021	51021	418	150	784	216	31370	17%	5797	6	23	855.35	8999561.59	$10,521	$1	3	51021	51021	4510269.7%	3	3716	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	3056	4072	2870	25.2%	18	Bland County	18.2%	17%	$41,170	19042	18%	17%	$41,170	$31,441	82%	$563	563	31441	$41,170	207513	3	Mount Rogers	6600	3467	3562	1203	31%	5790	14%	4655	834	5920	Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area	1093	77	Virginia	2882	52	3265	6727	6727	6600	1120	5590	1823	6%	7%	636	13%	506	583	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Cumberland Plateau	Dickenson	927	23%	78%	502	335	0%	59.092	1641	6200	587	4836	15612	9610	2786	3216	8436	14773	62%	11%	19%	3416	28%	Southwest	Southwest	531	845	3119	2010	8	13	1	44185	NA	51051	51051	1933	272	3080	875	13720	27%	15309	6	12	2325.75	25013241.37	$10,755	$1	2	51051	51051	4510269.7%	3	19125	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7444	10341	5202	23.6%	10	Dickenson County	23.0%	27%	$44,185	17954	23%	27%	$44,185	$27,727	88%	$1,252	1252	27727	$44,185	423700	2	Cumberland Plateau	15281	9409	8972	2684	44%	15270	21%	12078	3165	14841	Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area	3106	209	Virginia	4933	205	7548	15612	15612	15281	3177	12295	6792	10%	7%	1770	14%	1528	1737	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Cumberland Plateau	Buchanan	1270	24%	81%	808	593	1%	203.841	3081	9406	858	7576	23683	15135	4307	4241	13332	22649	64%	10%	23%	4726	24%	Southwest	Southwest	816	1217	3885	2010	8	24	2	53967	NA	51027	51027	3188	548	5427	1691	31370	31%	22699	6	10	3190.1	34930874.36	$10,950	$1	2	51027	51027	4510269.7%	3	29872	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	11312	14918	7779	23.6%	10	Buchanan County	24.0%	31%	$53,967	18357	24%	31%	$53,967	$31,742	108%	$1,286	1286	31742	$53,967	737138	2	Cumberland Plateau	23223	14372	13790	4204	51%	22612	23%	17647	5095	21980	Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area	3857	251	Virginia	9121	559	11508	23683	23683	23223	4036	19310	11507	10%	7%	2704	15%	2478	2729	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Grayson	943	23%	76%	700	314	1%	72.86	1239	6686	555	5079	15255	9037	3418	2800	7995	14572	59%	12%	15%	4196	34%	Southwest	Southwest	550	775	2669	2010	8	10	1	27952	NA	51077	51077	1683	450	3019	886	31370	29%	15127	6	23	1790.05	21652838.8	$12,096	$1	1	51077	51077	4510269.7%	3	12992	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7186	9662	7078	25.2%	18	Grayson County	23.5%	29%	$27,952	18760	23%	29%	$27,952	$29,966	56%	$857	857	29966	$27,952	454309	3	Mount Rogers	15161	9029	8882	3305	52%	14926	20%	11549	2969	14938	Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area	2667	191	Virginia	4763	159	9155	15255	15255	15161	2592	12370	7720	8%	7%	2129	16%	1696	1887	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Wythe	2459	24%	71%	1337	315	1%	278.06	2166	11984	1211	8485	29259	17846	5394	6019	15728	27806	61%	16%	14%	7164	31%	Southwest	Southwest	889	1245	5755	2010	8	17	1	35724	NA	51197	51197	2578	624	4379	1177	31370	22%	28988	6	23	4299.31	40664537.13	$9,458	$1	3	51197	51197	4510269.7%	3	23154	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14632	20044	13802	25.2%	18	Wythe County	23.9%	22%	$35,724	23237	24%	22%	$35,724	$33,739	71%	$797	797	33739	$35,724	980412	3	Mount Rogers	29059	17795	17623	5234	38%	28959	16%	23387	4493	28830	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	5764	352	Virginia	15674	484	14139	29259	29259	29059	5930	23130	11077	6%	6%	4157	14%	2991	3343	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Lenowisco	Wise	3007	24%	69%	1206	504	1%	348.003	4856	15517	2021	10739	40872	26504	6030	8338	22266	38667	65%	14%	22%	7784	24%	Southwest	Southwest	1375	2276	7866	2010	8	20	1	41871	Norton	51955	51955	5427	695	8593	2471	13720	29%	38704	6	27	6101.37	59151697.98	$9,695	$1	2	51195	51195	4510269.7%	3	55060	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	19145	26583	14452	23.8%	15	Wise County	24.0%	29%	$41,871	19970	24%	29%	$41,871	$29,140	83%	$1,252	1252	29140	$41,871	1281069	1	Lenowisco	43963	23999	23240	5834	45%	37840	22%	31123	8134	37109	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	7883	445	Virginia	20156	807	17906	40872	40872	39925	8007	32205	16946	10%	6%	5715	15%	4095	4540	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Lenowisco	Norton City	491	31%	53%	116	81	2%	69.12	398	1655	320	878	4015	2686	508	821	2155	3840	67%	23%	18%	813	26%	Southwest	Southwest	140	296	901	2010	8	66	4		Wise County	51955	51955	443	53	587	91	13720	33%	3962	6	27	842.87	7883771.93	$9,353	$1	2	51720	51720	4510269.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	2136	3007	1809	23.8%	15	Norton City	31.2%	33%		22715	31%	33%									1	Lenowisco		2672	2528	469	46%	3962	22%	3439	856	3969	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	911	40	Virginia		266	1850	4015	4015	4038	821	3115	1840	8%	4%	475	13%	392	432	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Cumberland Plateau	Russell	2168	21%	78%	916	401	1%	134.46	2235	11037	1019	8599	28444	17714	5009	5721	15516	26892	62%	14%	14%	6592	29%	Southwest	Southwest	892	1338	5450	2010	8	21	1	38718	NA	51167	51167	3239	734	5249	1276	31370	25%	28220	6	10	4181.75	38642826.26	$9,241	$1	0	51167	51167	4510269.7%	3	31826	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	14273	19361	11289	23.6%	10	Russell County	21.2%	25%	$38,718	20117	21%	25%	$38,718	$30,842	77%	$1,137	1137	30842	$38,718	863504	2	Cumberland Plateau	27998	17577	17206	4942	42%	28124	18%	22633	4962	27750	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	5427	339	Virginia	10048	597	13439	28444	28444	27998	5605	22530	11856	8%	6%	4146	14%	2933	3272	32.6%	$58,737.37	16%	1	Area I	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Galax City	449	25%	59%	265	63	9%	583.84	780	2968	417	1757	6981	3964	1458	1559	3538	6560	57%	13%	22%	1353	28%	Southwest	Southwest	221	575	1653	2010	8	37	2		Carroll County	51913	51913	877	138	1732	717	31370	35%	6721	6	23	1327.45	13294961.22	$10,015	$1	0	51640	51640	4510269.7%	3		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	3086	4611	2997	25.2%	18	Galax City	25.1%	35%		20081	25%	35%									3	Mount Rogers		3924	3927	1238	49%	6721	23%	5567	1526	6711	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	1640	115	Virginia		257	3559	6981	6981	6887	1559	4895	3310	7%	7%	933	17%	841	956	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
2014	Mount Rogers	Carroll	1989	27%	79%	1787	667	1%	399.84	2724	12508	871	9846	29881	17830	6173	5878	15744	28560	60%	13%	17%	7122	30%	Southwest	Southwest	890	1400	5608	2010	8	9	1	34734	Galax	51913	51913	3237	761	5502	1504	31370	25%	29723	6	23	3978.3	41179362.35	$10,351	$1	0	51035	51035	4510269.7%	3	35252	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	13936	19106	13203	25.2%	18	Carroll County	26.6%	25%	$34,734	19761	27%	25%	$34,734	$31,380	69%	$966	966	31380	$34,734	1145664	3	Mount Rogers	36509	17806	17599	6076	46%	29703	17%	23192	4998	29408	Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area	5593	423	Virginia	16324	279	16599	29881	29881	29622	5821	23650	13596	7%	8%	4858	18%	3663	4086	32.6%	$58,737.37	16%	2	Area II	2014	1/1/2014 12:00:00 AM
